FileTransfer,GazeboRead,ReadFile,GazeboPublish,E2E latency,StepRuntime
14406.25001000,15221.000,.027,1117.000,16338.027,16384.000
14406.25001000,876.000,.002,959.000,1835.002,1851.000
14406.25001000,825.000,.003,1012.000,1837.003,1858.000
14406.25001000,827.000,.002,1003.000,1830.002,1848.000
14406.25001000,831.000,.002,954.000,1785.002,1802.000
14406.25001000,937.000,.003,935.000,1872.003,1892.000
14406.25001000,824.000,.003,962.000,1786.003,1803.000
14406.25001000,832.000,.002,953.000,1785.002,1802.000
14406.25001000,819.000,.005,1453.000,2272.005,2291.000
14406.25001000,861.000,.002,953.000,1814.002,1832.000
14406.25001000,847.000,.012,1004.000,1851.012,1881.000
14406.25001000,828.000,.003,1451.000,2279.003,2297.000
14406.25001000,820.000,.002,952.000,1772.002,1787.000
14406.25001000,850.000,.002,954.000,1804.002,1821.000
14406.25001000,843.000,.002,942.000,1785.002,1803.000
14406.25001000,835.000,.002,982.000,1817.002,1835.000
14406.25001000,837.000,.002,1040.000,1877.002,1895.000
14406.25001000,809.000,.002,1024.000,1833.002,1849.000
14406.25001000,834.000,.002,942.000,1776.002,1795.000
14406.25001000,836.000,.002,957.000,1793.002,1810.000
14406.25001000,845.000,.003,956.000,1801.003,1819.000
14406.25001000,827.000,.002,939.000,1766.002,1784.000
14406.25001000,829.000,.002,954.000,1783.002,1800.000
14406.25001000,862.000,.002,962.000,1824.002,1840.000
14406.25001000,842.000,.002,993.000,1835.002,1852.000
14406.25001000,843.000,.003,957.000,1800.003,1820.000
14406.25001000,818.000,.002,960.000,1778.002,1797.000
14406.25001000,833.000,.002,1035.000,1868.002,1883.000
14406.25001000,845.000,.003,938.000,1783.003,1800.000
14406.25001000,836.000,.002,957.000,1793.002,1811.000
14406.25001000,846.000,.003,1038.000,1884.003,1902.000
14406.25001000,818.000,.002,974.000,1792.002,1808.000
14406.25001000,833.000,.002,956.000,1789.002,1806.000
14406.25001000,820.000,.003,953.000,1773.003,1792.000
14406.25001000,840.000,.003,1084.000,1924.003,1941.000
14406.25001000,838.000,.002,1010.000,1848.002,1866.000
14406.25001000,830.000,.002,1.000,831.002,850.000
14406.25001000,869.000,.002,949.000,1818.002,1836.000
14406.25001000,824.000,.002,955.000,1779.002,1797.000
14406.25001000,844.000,.002,1030.000,1874.002,1890.000
14406.25001000,861.000,.003,1019.000,1880.003,1901.000
14406.25001000,860.000,.002,979.000,1839.002,1858.000
14406.25001000,848.000,.002,1030.000,1878.002,1895.000
14406.25001000,823.000,.002,1000.000,1823.002,1841.000
14406.25001000,817.000,.002,967.000,1784.002,1802.000
14406.25001000,827.000,.002,953.000,1780.002,1798.000
14406.25001000,839.000,.002,969.000,1808.002,1825.000
14406.25001000,824.000,.002,953.000,1777.002,1795.000
14406.25001000,843.000,.002,1094.000,1937.002,1954.000
14406.25001000,858.000,.002,961.000,1819.002,1836.000
14406.25001000,826.000,.002,950.000,1776.002,1792.000
14406.25001000,827.000,.003,1014.000,1841.003,1859.000
14406.25001000,834.000,.002,1053.000,1887.002,1903.000
14406.25001000,814.000,.003,957.000,1771.003,1789.000
14406.25001000,846.000,.002,987.000,1833.002,1851.000
14406.25001000,815.000,.002,1022.000,1837.002,1856.000
14406.25001000,859.000,.002,1018.000,1877.002,1896.000
14406.25001000,817.000,.003,1062.000,1879.003,1896.000
14406.25001000,833.000,.002,1015.000,1848.002,1873.000
14406.25001000,847.000,.002,1065.000,1912.002,1929.000
14406.25001000,822.000,.002,1000.000,1822.002,1840.000
14406.25001000,832.000,.002,1013.000,1845.002,1862.000
14406.25001000,831.000,.002,998.000,1829.002,1846.000
14406.25001000,825.000,.003,1004.000,1829.003,1849.000
14406.25001000,843.000,.002,2.000,845.002,860.000
14406.25001000,856.000,.002,967.000,1823.002,1841.000
14406.25001000,829.000,.002,988.000,1817.002,1834.000
14406.25001000,820.000,.002,970.000,1790.002,1810.000
14406.25001000,837.000,.003,962.000,1799.003,1819.000
14406.25001000,832.000,.002,981.000,1813.002,1832.000
14406.25001000,854.000,.002,990.000,1844.002,1862.000
14406.25001000,864.000,.002,1000.000,1864.002,1882.000
14406.25001000,828.000,.003,1003.000,1831.003,1848.000
14406.25001000,840.000,.002,993.000,1833.002,1850.000
14406.25001000,833.000,.002,973.000,1806.002,1823.000
14406.25001000,827.000,.002,955.000,1782.002,1799.000
14406.25001000,848.000,.002,966.000,1814.002,1831.000
14406.25001000,891.000,.002,1037.000,1928.002,1945.000
14406.25001000,833.000,.003,1864.000,2697.003,2713.000
14406.25001000,831.000,.002,1456.000,2287.002,2301.000
14406.25001000,876.000,.003,941.000,1817.003,1841.000
14406.25001000,844.000,.002,1002.000,1846.002,1863.000
14406.25001000,894.000,.003,1023.000,1917.003,1935.000
14406.25001000,897.000,.003,985.000,1882.003,1900.000
14406.25001000,830.000,.002,1498.000,2328.002,2344.000
14406.25001000,834.000,.002,953.000,1787.002,1805.000
14406.25001000,821.000,.002,958.000,1779.002,1796.000
14406.25001000,861.000,.002,947.000,1808.002,1826.000
14406.25001000,844.000,.002,1038.000,1882.002,1897.000
14406.25001000,862.000,.002,997.000,1859.002,1878.000
14406.25001000,818.000,.003,1025.000,1843.003,1860.000
14406.25001000,845.000,.002,999.000,1844.002,1861.000
14406.25001000,837.000,.003,945.000,1782.003,1801.000
14406.25001000,824.000,.003,938.000,1762.003,1780.000
14406.25001000,811.000,.003,994.000,1805.003,1824.000
14406.25001000,831.000,.002,943.000,1774.002,1791.000
14406.25001000,825.000,.002,964.000,1789.002,1806.000
14406.25001000,836.000,.003,1026.000,1862.003,1879.000
14406.25001000,837.000,.002,932.000,1769.002,1786.000
14406.25001000,829.000,.003,969.000,1798.003,1817.000
14406.25001000,831.000,.002,1551.000,2382.002,2400.000
14406.25001000,834.000,.002,963.000,1797.002,1814.000
14406.25001000,865.000,.003,1014.000,1879.003,1896.000
14406.25001000,853.000,.003,962.000,1815.003,1834.000
14406.25001000,726.000,.003,956.000,1682.003,1701.000
14406.25001000,832.000,.001,995.000,1827.001,1845.000
14406.25001000,823.000,.002,952.000,1775.002,1795.000
14406.25001000,831.000,.003,960.000,1791.003,1811.000
14406.25001000,837.000,.002,964.000,1801.002,1817.000
14406.25001000,849.000,.002,1.000,850.002,867.000
14406.25001000,859.000,.003,1081.000,1940.003,1959.000
14406.25001000,828.000,.002,1053.000,1881.002,1900.000
14406.25001000,830.000,.002,1005.000,1835.002,1852.000
14406.25001000,821.000,.002,944.000,1765.002,1783.000
14406.25001000,831.000,.003,1010.000,1841.003,1858.000
14406.25001000,819.000,.002,961.000,1780.002,1799.000
14406.25001000,819.000,.002,967.000,1786.002,1803.000
14406.25001000,881.000,.003,965.000,1846.003,1865.000
14406.25001000,850.000,.002,1028.000,1878.002,1898.000
14406.25001000,822.000,.003,939.000,1761.003,1779.000
14406.25001000,839.000,.002,947.000,1786.002,1806.000
14406.25001000,845.000,.003,1.000,846.003,864.000
14406.25001000,817.000,.002,1000.000,1817.002,1833.000
14406.25001000,815.000,.003,951.000,1766.003,1784.000
14406.25001000,840.000,.002,1001.000,1841.002,1859.000
14406.25001000,866.000,.002,1024.000,1890.002,1907.000
14406.25001000,812.000,.002,961.000,1773.002,1791.000
14406.25001000,827.000,.002,1063.000,1890.002,1907.000
14406.25001000,821.000,.003,1058.000,1879.003,1896.000
14406.25001000,818.000,.002,1004.000,1822.002,1840.000
14406.25001000,823.000,.002,980.000,1803.002,1819.000
14406.25001000,820.000,.003,942.000,1762.003,1779.000
14406.25001000,841.000,.002,1456.000,2297.002,2315.000
14406.25001000,830.000,.003,964.000,1794.003,1812.000
14406.25001000,843.000,.002,977.000,1820.002,1836.000
14406.25001000,869.000,.002,1016.000,1885.002,1901.000
14406.25001000,825.000,.003,1006.000,1831.003,1848.000
14406.25001000,851.000,.002,979.000,1830.002,1850.000
14406.25001000,826.000,.003,955.000,1781.003,1798.000
14406.25001000,819.000,.003,1000.000,1819.003,1837.000
14406.25001000,826.000,.002,955.000,1781.002,1801.000
14406.25001000,806.000,.002,1003.000,1809.002,1827.000
14406.25001000,837.000,.002,971.000,1808.002,1826.000
14406.25001000,838.000,.002,1004.000,1842.002,1860.000
